en,es,description,file,hash
"Enable HTML5 browser validation in addition to the server side validation.","Habilita la validación del navegador HTML5 además de la validación del lado del servidor.",,site/modules/FrontendForms/FrontendForms.module,c5a17e8c2b7f04018408ec66aa34c363
"Enable HTML 5 browser validation","Habilitar la validación del navegador HTML5",,site/modules/FrontendForms/FrontendForms.module,42042bf663dfeb3433bc58011513377f
"If the box is checked, the form will be validated by the browser at the frontend using HTML5 attributes","Si la casilla está marcada, el formulario será validado por el navegador en el frontend usando atributos HTML5",,site/modules/FrontendForms/FrontendForms.module,12bdfe265ea4f08d713dc1e7531573d8
"The form will be validated on the server in any case, but you can also use HTML5 browser validation so that the form values are validated before they are sent to the server.","El formulario se validará en el servidor en cualquier caso, pero también puedes usar la validación del navegador HTML5 para que los valores del formulario se validen antes de enviarse al servidor.",,site/modules/FrontendForms/FrontendForms.module,b78ab1cd18483245a5ab325e6b209ed0
"Statistics of blocked visitors","Estadísticas de visitantes bloqueados",,site/modules/FrontendForms/FrontendForms.module,8f2bb91c583e42fa3e2b720a6c8a192f
"Get information about blocked visitors (IP, form) from the log files","Obtén información sobre los visitantes bloqueados (IP, formulario) desde los archivos de registro",,site/modules/FrontendForms/FrontendForms.module,af58911ece7a676214c04009bdf307f6
"Nothing to show - logfile does not exist","Nada que mostrar - el archivo de registro no existe",,site/modules/FrontendForms/FrontendForms.module,ceb9f0db8a96d4c417d41c44f465a2e6
"Logging of failed attempts is not enabled. If you want to use this feature, you need to enable it inside ""Measure 1: Restrict number of failed attempts"".","El registro de intentos fallidos no está habilitado. Si deseas usar esta función, necesitas habilitarla dentro de ""Medida 1: Restringir el número de intentos fallidos"".",,site/modules/FrontendForms/FrontendForms.module,33c59b12a511c6aa18139beefd6860cb
"""Max number of failed attempts"" must be higher than 0 and  the checkbox ""Log failed attempts"" must be enabled.","""Número máximo de intentos fallidos"" debe ser mayor que 0 y la casilla ""Registrar intentos fallidos"" debe estar habilitada.",,site/modules/FrontendForms/FrontendForms.module,5635cc4f8b96d3c90275341be0068233
"Go to the settings to enable logging of failed attemtps","Ve a las configuraciones para habilitar el registro de intentos fallidos",,site/modules/FrontendForms/FrontendForms.module,460d997b9205d3a198de11fdb0a23c14
"The captchaimage.php file could not be copied to the root directory (%s), because the root directory is not writeable.","El archivo captchaimage.php no pudo copiarse al directorio raíz (%s) porque el directorio raíz no es escribible.",,site/modules/FrontendForms/FrontendForms.module,df8fab9f40e065403f37075117b2a501
"Do not be worry! To fix this issue, please move the file from ""/site/modules/FrontendForms/Formelements/Captcha/captchaimage.php"" to ""%s"" by yourself.","¡No te preocupes! Para solucionar este problema, por favor mueve el archivo desde ""/site/modules/FrontendForms/Formelements/Captcha/captchaimage.php"" a ""%s"" tú mismo.",,site/modules/FrontendForms/FrontendForms.module,891175e69759b61ded4cced3cd78c7f3
"Otherwise you will get an error if you try to use the CAPTCHA on your forms.","De lo contrario, obtendrás un error si intentas usar el CAPTCHA en tus formularios.",,site/modules/FrontendForms/FrontendForms.module,eab3c0ee882228e43d1bf3acf4e8dd25
None,Ninguno,default,site/modules/FrontendForms/FrontendForms.module,6adf97f83acf6453d4a6a4b1070f3754
"Use Custom mail module","Usar módulo de correo personalizado",,site/modules/FrontendForms/FrontendForms.module,1d0f09e611ab678bcef1e00af34c5d0f
"Select your preferred module for sending mails.","Selecciona tu módulo preferido para enviar correos.",,site/modules/FrontendForms/FrontendForms.module,3b56242115af067eb546fc11abd5c4e2
"By default, all mails will be sent with WireMail, but you can select a custom module from this field for sending mails too.","Por defecto, todos los correos se enviarán con WireMail, pero también puedes seleccionar un módulo personalizado desde este campo para enviar correos.",,site/modules/FrontendForms/FrontendForms.module,eac81cf85a218bdfa7a2b63d062fe715
"This chart indicates how many questions belong to a certain status.","Este gráfico indica cuántas preguntas pertenecen a un estado determinado.",,site/modules/FrontendForms/FrontendFormsManager.module,7a3466881a14c754ac4a48106c1b4bb5
"This chart shows how many questions are displayed on the frontend (active) or not (inactive).","Este gráfico muestra cuántas preguntas se muestran en el frontend (activas) o no (inactivas).",,site/modules/FrontendForms/FrontendFormsManager.module,b6d75d0a454edfb28a9c5c048cb20b16
"List of all questions for the simple question CAPTCHA","Lista de todas las preguntas para el CAPTCHA de pregunta simple",,site/modules/FrontendForms/FrontendFormsManager.module,11da7aac15a18bb4d6307c26d44f4c6f
"List of temporarily blocked IPs","Lista de IPs bloqueadas temporalmente",,site/modules/FrontendForms/FrontendFormsManager.module,81ec4869bae32a704d654f175ed5e531
"Add a new question","Añadir una nueva pregunta",,site/modules/FrontendForms/FrontendFormsManager.module,b67f92900c8c7f5541224d8d14107249
Status,Estado,,site/modules/FrontendForms/FrontendFormsManager.module,ec53a8c4f07baed5d8825072c89799be
Visibility,Visibilidad,,site/modules/FrontendForms/FrontendFormsManager.module,1729a56cfc89021478498fe0c89a843a
total,total,,site/modules/FrontendForms/FrontendFormsManager.module,fbb44b4487415b134bce9c790a27fe5e
published,publicado,,site/modules/FrontendForms/FrontendFormsManager.module,8f888fedf6bd5ff7c93c6d76bb8dc21c
unpublished,no publicado,,site/modules/FrontendForms/FrontendFormsManager.module,3ebd43fb0ca85e5d4aae6b6f19703a39
hidden,oculto,,site/modules/FrontendForms/FrontendFormsManager.module,662f707d5491e9bce8238a6c0be92190
locked,bloqueado,,site/modules/FrontendForms/FrontendFormsManager.module,4cef2f30ac7d33419d00c1d93a090095
"Number of questions","Número de preguntas",,site/modules/FrontendForms/FrontendFormsManager.module,41f480750b7d85340eee17c9c4c86d76
"Status types","Tipos de estado",,site/modules/FrontendForms/FrontendFormsManager.module,5d99646dc04ed596b3a8e3d5f0850221
"Number of question per status and total","Número de preguntas por estado y total",,site/modules/FrontendForms/FrontendFormsManager.module,15d92a0b27416a4cf0353a2fc9ab47c0
active,activo,,site/modules/FrontendForms/FrontendFormsManager.module,c76a5e84e4bdee527e274ea30c680d79
inactive,inactivo,,site/modules/FrontendForms/FrontendFormsManager.module,19d3894f53ce79c3f836f26cf8a3be3b
"Visibility types","Tipos de visibilidad",,site/modules/FrontendForms/FrontendFormsManager.module,030d05d170cb366307d5429bba5565f9
"Number of active and inactive question and total","Número de preguntas activas e inactivas y total",,site/modules/FrontendForms/FrontendFormsManager.module,d39bcbd03e435bfd2c2fd76836f73b44
"Questions for the SIMPLE TEXT CAPTCHA","Preguntas para el CAPTCHA de texto simple",,site/modules/FrontendForms/FrontendFormsManager.module,b4c576f8a5b38eff98049ed9e4dc101a
"Manage all questions for the SIMPLE QUESTION CAPTCHA","Gestionar todas las preguntas para el CAPTCHA de pregunta simple",,site/modules/FrontendForms/FrontendFormsManager.module,250019d88eeca10932e3d40bb09ce3b5
"Questions statistics","Estadísticas de preguntas",,site/modules/FrontendForms/FrontendFormsManager.module,faec30dbd9ef07709d8c33fdd11cf66a
"List of all IPs that have been blocked temporarily","Lista de todas las IPs que han sido bloqueadas temporalmente",,site/modules/FrontendForms/FrontendFormsManager.module,8512425380beff0a24d694b4ded45a3e
"Information about all IP addresses that have been temporarily blocked due to too many unsuccessful form submissions.","Información sobre todas las direcciones IP que han sido bloqueadas temporalmente debido a demasiados envíos de formulario fallidos.",,site/modules/FrontendForms/FrontendFormsManager.module,a18c55268179c73b3aa46d9a14df495b
"Logging of blocked IPs is disabled.","El registro de IPs bloqueadas está deshabilitado.",,site/modules/FrontendForms/FrontendFormsManager.module,7be7323cb06d3990bd8547f6871790c2
"FrontendForms configuration","Configuración de FrontendForms",,site/modules/FrontendForms/FrontendFormsManager.module,47a600951cdd2cd37077b29a27ff2e87
"If you want to show statistics about blocked IPs, you need to go to the %s and enable it first (Spam protection and security settings for the forms -> Measure 1: Restrict number of failed attempts).","Si deseas mostrar estadísticas sobre IPs bloqueadas, necesitas ir a %s y habilitarlo primero (Configuraciones de protección contra spam y seguridad para los formularios -> Medida 1: Restringir el número de intentos fallidos).",,site/modules/FrontendForms/FrontendFormsManager.module,ed20d52093a775ffe22177bdbcd71fa3
"Temporarily Blocked IPs","IPs bloqueadas temporalmente",,site/modules/FrontendForms/FrontendFormsManager.module,b66f727f1347d3c063dc4f8cc3edcd0d
"This chart shows the number of temporarily blocks for the 10 most temporarily blocked IPs in descending order.","Este gráfico muestra el número de bloqueos temporales para las 10 IPs más bloqueadas temporalmente en orden descendente.",,site/modules/FrontendForms/FrontendFormsManager.module,f98692d3cb41bd9be35703105edbcadb
"Number of temporary blockings","Número de bloqueos temporales",,site/modules/FrontendForms/FrontendFormsManager.module,d143d66368a0f6e0d6e43027a952f41c
IPs,IPs,,site/modules/FrontendForms/FrontendFormsManager.module,fef48b3b39a9c7cdf35ffca8bf736a75
"Number of temporarily blockings","Número de bloqueos temporales",,site/modules/FrontendForms/FrontendFormsManager.module,aa183e25ae52cc52433d8bf32d39bb1c
"Top 10 IPs with the most blockings","Las 10 IPs principales con más bloqueos",,site/modules/FrontendForms/FrontendFormsManager.module,179c5a3e05d658ac00e7fce8f0d7f2a1
IP,IP,,site/modules/FrontendForms/FrontendFormsManager.module,a12a3079e14ced46e69ba52b8a90b21a
"Number of blockings","Número de bloqueos",,site/modules/FrontendForms/FrontendFormsManager.module,ec6643b8937c561563dd33a8e91a617c
"Not banned","No bloqueado",,site/modules/FrontendForms/FrontendFormsManager.module,fa9c4cb43f1d45a9bcb3c17aac3b8603
"Not blocked - The IP is not on the list of permanent blocked IPs (Blacklist).","No bloqueado - La IP no está en la lista de IPs bloqueadas permanentemente (Lista negra).",,site/modules/FrontendForms/FrontendFormsManager.module,258de28492189633a51ef184dda6f87b
"Blocked - The IP is currently on the list of permanent blocked IPs (Blacklist).","Bloqueado - La IP está actualmente en la lista de IPs bloqueadas permanentemente (Lista negra).",,site/modules/FrontendForms/FrontendFormsManager.module,838b86b4a41333131eaf8865bf9bbb74
"To all temporarily blocked IPs","A todas las IPs bloqueadas temporalmente",,site/modules/FrontendForms/FrontendFormsManager.module,d886dadad6f4bbcbe945bea88b35637a
"At the moment there are no entries about temporarily blocked IPs in the log files.","Por el momento, no hay entradas sobre IPs bloqueadas temporalmente en los archivos de registro.",,site/modules/FrontendForms/FrontendFormsManager.module,30d18d49315732b23244f10874fa96dd
#,Nº,,site/modules/FrontendForms/FrontendFormsManager.module,01abfc750a0c942167651c40d088531d
"Number of blocks","Número de bloqueos",,site/modules/FrontendForms/FrontendFormsManager.module,02281719187ced2a9763531b2d5cde35
Info,Información,,site/modules/FrontendForms/FrontendFormsManager.module,4059b0251f66a18cb56f544728796875
"Add/remove IP to/from the blacklist ","Añadir/eliminar IP a/de la lista negra ",,site/modules/FrontendForms/FrontendFormsManager.module,ceb2b8baee1c56db529c7f81e479ea03
"View details about this IP","Ver detalles sobre esta IP",,site/modules/FrontendForms/FrontendFormsManager.module,f0b432894b4fa5276c7eda4168d20d6b
"IP is blocked","La IP está bloqueada",,site/modules/FrontendForms/FrontendFormsManager.module,d165be43dae15da6ca52506f826bb3d4
"Remove from blacklist","Eliminar de la lista negra",,site/modules/FrontendForms/FrontendFormsManager.module,5ad3137edf46035a9faf9432f7cd0522
"Add to blacklist","Añadir a la lista negra",,site/modules/FrontendForms/FrontendFormsManager.module,218ccb4c1ea08f5bfb6cd390c3ba94e5
"IP is not blocked","La IP no está bloqueada",,site/modules/FrontendForms/FrontendFormsManager.module,977f739fffa52c21a3c1eb749a3f8540
"Any IP addresses that are blacklisted will not be able to submit forms, because in this case the forms will not be displayed.","Cualquier dirección IP que esté en la lista negra no podrá enviar formularios, porque en este caso los formularios no se mostrarán.",,site/modules/FrontendForms/FrontendFormsManager.module,9813b9e89bf43bd820bfe520251c1bf4
"This is a security measure to exclude potential spammers.","Esta es una medida de seguridad para excluir a posibles spammers.",,site/modules/FrontendForms/FrontendFormsManager.module,08386e021693b022a97f42ffee376e0f
"There are no temporarily blocked IPs entries inside the log files.","No hay entradas de IPs bloqueadas temporalmente en los archivos de registro.",,site/modules/FrontendForms/FrontendFormsManager.module,6831e9348a1272be22fab169a550afd2
"Back to the dashboard","Volver al panel de control",,site/modules/FrontendForms/FrontendFormsManager.module,86c9ce4b2e3b43353a23861c053a594b
"Manage all questions for the SIMPLE QUESTION CAPTCHA in one place.","Gestiona todas las preguntas para el CAPTCHA de pregunta simple en un solo lugar.",,site/modules/FrontendForms/FrontendFormsManager.module,3d1b8b1393fde38144ad8ecba2a5fc68
Filter,Filtro,,site/modules/FrontendForms/FrontendFormsManager.module,d7778d0c64b6ba21494c97f77a66885a
"Filter by question text","Filtrar por texto de la pregunta",,site/modules/FrontendForms/FrontendFormsManager.module,a6ff831f0edf7f8005760a999cb60e19
"Filter questions by containing a specific word or phrase.","Filtra las preguntas que contengan una palabra o frase específica.",,site/modules/FrontendForms/FrontendFormsManager.module,cdab3dfcbbb5e5523be258f3207b0543
"Filter by status","Filtrar por estado",,site/modules/FrontendForms/FrontendFormsManager.module,5dd5cd6670a0fc8e47a47aa94d27b8b2
all,todos,,site/modules/FrontendForms/FrontendFormsManager.module,a181a603769c1f98ad927e7367c7aa51
"Filter questions according to their page status.","Filtra las preguntas según su estado de página.",,site/modules/FrontendForms/FrontendFormsManager.module,000abf628b1abccf65a23698208fba18
"Filter by visibility","Filtrar por visibilidad",,site/modules/FrontendForms/FrontendFormsManager.module,603fbf05a5aa6253a7c6384853cb6689
"Filter whether the questions are used by the CAPTCHA or not.","Filtra si las preguntas son utilizadas por el CAPTCHA o no.",,site/modules/FrontendForms/FrontendFormsManager.module,2c7c44365ac7c8e1fb5bc34f654c812f
"No questions have been created at the moment.","No se han creado preguntas por el momento.",,site/modules/FrontendForms/FrontendFormsManager.module,70dfa5b7b0368e70377dcec64a197a8f
Question,Pregunta,,site/modules/FrontendForms/FrontendFormsManager.module,a97ea56b0e00b2379736ae60869ff66a
Created,Creado,,site/modules/FrontendForms/FrontendFormsManager.module,0eceeb45861f9585dd7a97a3e36f85c6
User,Usuario,,site/modules/FrontendForms/FrontendFormsManager.module,8f9bfe9d1345237cb3b2b205864da075
"will be used (shown) as CAPTCHA question on the frontend","se usará (mostrará) como pregunta CAPTCHA en el frontend",,site/modules/FrontendForms/FrontendFormsManager.module,797223ea50a1191aa3d0422321f76900
"will not be used (shown) as CAPTCHA question on the frontend","no se usará (mostrará) como pregunta CAPTCHA en el frontend",,site/modules/FrontendForms/FrontendFormsManager.module,91f9f3dcf32e3b35db975d303846f22c
"There are no questions.","No hay preguntas.",,site/modules/FrontendForms/FrontendFormsManager.module,78132c6a7ffcd380dc877b1dbe22442e
"Add new question","Añadir nueva pregunta",,site/modules/FrontendForms/FrontendFormsManager.module,2a3db08ece9db0589d17f4a28b9958f8
"No questions have been created yet.","Aún no se han creado preguntas.",,site/modules/FrontendForms/FrontendFormsManager.module,4d6068e701c464a4b4023a05ecd65d0d
"If you want to use the SIMPLE QUESTION CAPTCHA, you can add, edit or delete the related questions in this section by clicking on the button below.","Si deseas usar el CAPTCHA de pregunta simple, puedes añadir, editar o eliminar las preguntas relacionadas en esta sección haciendo clic en el botón a continuación.",,site/modules/FrontendForms/FrontendFormsManager.module,d0031a5235e9b380ac6e5bb32339871f
"Questions with status ""published""","Preguntas con estado ""publicado""",,site/modules/FrontendForms/FrontendFormsManager.module,ce0627ddbd2ef785a69b2dade92a6526
"Questions with status ""unpublished""","Preguntas con estado ""no publicado""",,site/modules/FrontendForms/FrontendFormsManager.module,b238945e7898bc2cede56b8869597000
"Questions with status ""hidden""","Preguntas con estado ""oculto""",,site/modules/FrontendForms/FrontendFormsManager.module,9c85fc674962371bd807fbe470036600
"Questions with status ""locked""","Preguntas con estado ""bloqueado""",,site/modules/FrontendForms/FrontendFormsManager.module,e8ab2227c04f89d371197383d8357820
"Active questions (will be displayed on the frontend)","Preguntas activas (se mostrarán en el frontend)",,site/modules/FrontendForms/FrontendFormsManager.module,efb5e6d1eef98b26cf23e8c0173f40bd
"Inactive questions (will not be displayed on the frontend)","Preguntas inactivas (no se mostrarán en el frontend)",,site/modules/FrontendForms/FrontendFormsManager.module,298f462198b72d314c26d68f806c476b
"Questions total","Total de preguntas",,site/modules/FrontendForms/FrontendFormsManager.module,dcd943b0f5e1a473f4803395af5e4706
"Add/edit/delete questions","Añadir/editar/eliminar preguntas",,site/modules/FrontendForms/FrontendFormsManager.module,23f5c75c7b296cce7ec039ba05ffd91d
"Inherit from the default value","Heredar del valor predeterminado",,site/modules/FrontendForms/FrontendFormsManager.module,f8c3bdf54db5392744acd4c74b3fb9af
"Above the label of the input field","Encima de la etiqueta del campo de entrada",,site/modules/FrontendForms/FrontendFormsManager.module,67d69ad5b86f9485a1ffe5c3925fc540
"Below the label of the input field","Debajo de la etiqueta del campo de entrada",,site/modules/FrontendForms/FrontendFormsManager.module,ea516aff53231f573565309917786352
"Below the input field","Debajo del campo de entrada",,site/modules/FrontendForms/FrontendFormsManager.module,99496a9f358b973e5c475c6c38441cc7
"Pagination number for data tables","Número de paginación para tablas de datos",,site/modules/FrontendForms/FrontendFormsManager.module,0f6125bce53a7f802da8d9feb2ae7e40
"Please select how many entries should be displayed inside a data table per page.","Por favor, selecciona cuántas entradas deben mostrarse dentro de una tabla de datos por página.",,site/modules/FrontendForms/FrontendFormsManager.module,c8afe997985601d8ab23420fe9a9d5a3
"If the total number of entries inside the table is higher, the table will be paginated.","Si el número total de entradas dentro de la tabla es mayor, la tabla será paginada.",,site/modules/FrontendForms/FrontendFormsManager.module,cf74d4fba3d676998324ae2e6b7cff1b
"FrontendForms Manager","Gestor de FrontendForms",,site/modules/FrontendForms/FrontendFormsManager.module,1bc4ddb5b62b3fe81a7813f2f322c48a
"Additional administration page for the FrontendForms module.","Página de administración adicional para el módulo FrontendForms.",,site/modules/FrontendForms/FrontendFormsManager.module,0ff317d3baaddf1705c924fa4c6c040f
"Accepted answers","Respuestas aceptadas",,site/modules/FrontendForms/config/questionFields.php,cce75deb233360295f6767182c938f32
"Add all accepted answers (each on a new line).","Añade todas las respuestas aceptadas (cada una en una nueva línea).",,site/modules/FrontendForms/config/questionFields.php,45d7ca50d976f3c4f755fa35821036d9
"Custom error message","Mensaje de error personalizado",,site/modules/FrontendForms/config/questionFields.php,ecc06d754e4dda5735774f2cea9a3b68
"Set a custom error message if you want.","Establece un mensaje de error personalizado si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,8bd8b18e7770795be254c93810a372c4
"This will overwrite the default error message if the CAPTCHA answer was wrong.","Esto sobrescribirá el mensaje de error predeterminado si la respuesta del CAPTCHA es incorrecta.",,site/modules/FrontendForms/config/questionFields.php,e16385405c0f47ad2ceb370f74bc2ab9
"Success message","Mensaje de éxito",,site/modules/FrontendForms/config/questionFields.php,eb348dd0d56400bd18e7c9e8d25cc666
"Set a custom success message if you want.","Establece un mensaje de éxito personalizado si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,2e63c4d559b627072de5a4b21f1eb32c
"This message will be shown, if the answer of the CAPTCHA was correct, but there were other errors.","Este mensaje se mostrará si la respuesta del CAPTCHA fue correcta, pero hubo otros errores.",,site/modules/FrontendForms/config/questionFields.php,ce4c2231658c3a72e7aebe024e94aa51
"Placeholder text","Texto de marcador de posición",,site/modules/FrontendForms/config/questionFields.php,910370309c0af1e93df0ae98ff8cfe5a
"Set a placeholder text if you want.","Establece un texto de marcador de posición si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,b973c03d6052d7606a019c01bfe3d5f6
"Notes text","Texto de notas",,site/modules/FrontendForms/config/questionFields.php,74d5e1805d45df0b13e9479aa6ff2560
"Set a notes text if you want.","Establece un texto de notas si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,8b110c326d0539657cfb11ea1c8872de
"The notes text will be displayed below the input field.","El texto de notas se mostrará debajo del campo de entrada.",,site/modules/FrontendForms/config/questionFields.php,5246e64a8eba26d147ac489b70f1d603
"Description text","Texto de descripción",,site/modules/FrontendForms/config/questionFields.php,fc4c04ecf67db91c6464624c45b6d962
"Set a description text if you want.","Establece un texto de descripción si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,b28adfe52910e98d754b219d946b5168
"The description text will be displayed below or above the label or below the input field.","El texto de descripción se mostrará debajo o encima de la etiqueta o debajo del campo de entrada.",,site/modules/FrontendForms/config/questionFields.php,9208ed81e76d40f644bf2285b17f19f2
"Description position","Posición de la descripción",,site/modules/FrontendForms/config/questionFields.php,91261839ea22b9ecf95e5fbb89ec8583
"You can change the position of the description text if you want.","Puedes cambiar la posición del texto de descripción si lo deseas.",,site/modules/FrontendForms/config/questionFields.php,9d9ec0ab13ea5dcc47e0265aea2de226
"This will overwrite the default description position.","Esto sobrescribirá la posición de descripción predeterminada.",,site/modules/FrontendForms/config/questionFields.php,46f1e762ce350d92ef565e24cfd6249e
"More information about %s","Más información sobre %s",,site/modules/FrontendForms/detail-view.php,77c41ffdf7bebe6e2f1896cf8ae78a73
"Geo location","Ubicación geográfica",,site/modules/FrontendForms/detail-view.php,0f66316eff804ffa836d2214d80f3756
Country,País,,site/modules/FrontendForms/detail-view.php,59716c97497eb9694541f7c3d37b1a4d
Region,Región,,site/modules/FrontendForms/detail-view.php,f447ac856e7e72435904956e3b15f433
City,Ciudad,,site/modules/FrontendForms/detail-view.php,57d056ed0984166336b7879c2af3657f
"We are sorry, but ip-api.com does not have any information about this IP address.","Lo sentimos, pero ip-api.com no tiene información sobre esta dirección IP.",,site/modules/FrontendForms/detail-view.php,ac598c39fd0d78fb3eff40b3a5b5cbbd
"contains non-ascii characters.","contiene caracteres no ASCII.",,site/modules/FrontendForms/valitron/errormessages.php,2e6530ea732a56c9eed09d995a64be55
"is required.","es requerido.",,site/modules/FrontendForms/valitron/errormessages.php,ee66f9c9930cb33d2a5dde9b240d3f7e
"must be the same as %s.","debe ser igual que %s.",,site/modules/FrontendForms/valitron/errormessages.php,c3e99e59b3b51e343792bdf6ce436df9
"must be different than %s.","debe ser diferente de %s.",,site/modules/FrontendForms/valitron/errormessages.php,61cfe2e511129ea95796b676de390540
"must be accepted.","debe ser aceptado.",,site/modules/FrontendForms/valitron/errormessages.php,5ff975f896afc1a3d44f7e5cf2523562
"must be numeric.","debe ser numérico.",,site/modules/FrontendForms/valitron/errormessages.php,75872da653850e5b56523af104ac02ad
"must be an integer.","debe ser un entero.",,site/modules/FrontendForms/valitron/errormessages.php,81495f3842f92cd64795702e235405e6
"must be %s characters long.","debe tener %s caracteres de longitud.",,site/modules/FrontendForms/valitron/errormessages.php,f87f5f2581a89c78c83ac7f3aed4f44d
"must be at least %s.","debe ser al menos %s.",,site/modules/FrontendForms/valitron/errormessages.php,b51bf268215336cb80ace35cff438844
"must be no more than %s.","no debe superar los %s.",,site/modules/FrontendForms/valitron/errormessages.php,0691a08af1a152688286eb8add501c7a
"contains invalid value.","contiene un valor inválido.",,site/modules/FrontendForms/valitron/errormessages.php,803beb393544dd8a3ab29e2691b80f30
"is not a valid IP address.","no es una dirección IP válida.",,site/modules/FrontendForms/valitron/errormessages.php,f67e06439cbd618893452c020dbc1f84
"is not a valid IPv4 address.","no es una dirección IPv4 válida.",,site/modules/FrontendForms/valitron/errormessages.php,1217bb805238358651e226239f031863
"is not a valid IPv6 address.","no es una dirección IPv6 válida.",,site/modules/FrontendForms/valitron/errormessages.php,58f0671d229a1a23c95be8cc20636dc9
"is not a valid email address.","no es una dirección de correo válida.",,site/modules/FrontendForms/valitron/errormessages.php,89d61ec4bae366d43110c39f661a67e7
"is not a valid email address, because an active DNS record could not be found.","no es una dirección de correo válida porque no se pudo encontrar un registro DNS activo.",,site/modules/FrontendForms/valitron/errormessages.php,e16866d3a2aeb2dd82f0ac06e67abf99
"is not a valid URL.","no es una URL válida.",,site/modules/FrontendForms/valitron/errormessages.php,9c5e4caaddc4981285aef0c974929410
"must be an active domain.","debe ser un dominio activo.",,site/modules/FrontendForms/valitron/errormessages.php,405af4194051a23541c1e05ee21d5fde
"must contain only letters a-z.","debe contener solo letras de la a a la z.",,site/modules/FrontendForms/valitron/errormessages.php,6fa45c5bcf153f480b9281dd1869a75c
"must contain only letters a-z and/or numbers 0-9.","debe contener solo letras de la a a la z y/o números del 0 al 9.",,site/modules/FrontendForms/valitron/errormessages.php,4c2a73271ed51ceba27bb5d6a19bad5e
"must contain only letters a-z, numbers 0-9, dashes and underscores.","debe contener solo letras de la a a la z, números del 0 al 9, guiones y guiones bajos.",,site/modules/FrontendForms/valitron/errormessages.php,8f4e0f444527dd742530675c121c03d5
"contains invalid characters.","contiene caracteres inválidos.",,site/modules/FrontendForms/valitron/errormessages.php,e58b6d2840b3789206a02fbde99a0b8e
"is not a valid date.","no es una fecha válida.",,site/modules/FrontendForms/valitron/errormessages.php,38ec50423094dafeb375e91cdd2465db
"must be a date in the format %s.","debe ser una fecha en el formato %s.",,site/modules/FrontendForms/valitron/errormessages.php,ab2918e64139bf4338d017157fd502bb
"must be a date before %s.","debe ser una fecha anterior a %s.",,site/modules/FrontendForms/valitron/errormessages.php,d8a0511946c3db07a440988df95a5886
"must be a date after %s.","debe ser una fecha posterior a %s.",,site/modules/FrontendForms/valitron/errormessages.php,df46f2ba544e38477259e7543ae35656
"must contain %s.","debe contener %s.",,site/modules/FrontendForms/valitron/errormessages.php,ca2cf8d958faf269597e9ed8a17f2e8a
"must be a boolean.","debe ser un booleano.",,site/modules/FrontendForms/valitron/errormessages.php,4776fea62d0eb6aad4b7b407f94577f7
"must be between %s and %s characters.","debe tener entre %s y %s caracteres.",,site/modules/FrontendForms/valitron/errormessages.php,496a6f57f86df1a3dca456809557ce2d
"must be a valid credit card number.","debe ser un número de tarjeta de crédito válido.",,site/modules/FrontendForms/valitron/errormessages.php,da8c3186551908c612175e3fd131008c
"must be at least %s characters long.","debe tener al menos %s caracteres de longitud.",,site/modules/FrontendForms/valitron/errormessages.php,e182229cb2673058e47817337b731535
"must not exceed %s characters.","no debe exceder los %s caracteres.",,site/modules/FrontendForms/valitron/errormessages.php,0469824161acd62b71bbb34072cb7bcb
"must be an instance of %s.","debe ser una instancia de %s.",,site/modules/FrontendForms/valitron/errormessages.php,f5af264fb5c442dc9766f1984f2d8692
"must contain unique elements only.","debe contener solo elementos únicos.",,site/modules/FrontendForms/valitron/errormessages.php,76117bca0e24c5caf8645279712c42a6
"contains an item that is not in the list.","contiene un elemento que no está en la lista.",,site/modules/FrontendForms/valitron/errormessages.php,3fb8919799ddfdba930fbb44f484fbd1
"does not contain all required keys.","no contiene todas las claves requeridas.",,site/modules/FrontendForms/valitron/errormessages.php,3f27bc263791779a69e946f06e55bf8d
